,Items,(Ordered) Frequent Items
998,"['Bread', 'Milk', 'Cheese', 'Ghee', 'Butter', 'Sweet', 'Yougurt', 'Lassi']","['Milk', 'Ghee', 'Yougurt', 'Bread', 'Sweet', 'Butter', 'Cheese', 'Lassi']"
999,"['Bread', 'Sugar', 'Milk', 'Panner', 'Lassi', 'Sweet', 'Tea Powder']","['Milk', 'Bread', 'Sweet', 'Sugar', 'Panner', 'Lassi', 'Tea Powder']"
1000,"['Sweet', 'Bread', 'Milk', 'Lassi']","['Milk', 'Bread', 'Sweet', 'Lassi']"
1001,"['Tea Powder', 'Ghee', 'Sugar', 'Lassi', 'Sweet', 'Butter', 'Coffee Powder', 'Bread']","['Ghee', 'Coffee Powder', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Lassi', 'Tea Powder']"
1002,"['Butter', 'Panner', 'Cheese', 'Ghee']","['Ghee', 'Butter', 'Cheese', 'Panner']"
1003,"['Coffee Powder', 'Sugar', 'Milk', 'Tea Powder', 'Sweet', 'Cheese']","['Milk', 'Coffee Powder', 'Sweet', 'Sugar', 'Cheese', 'Tea Powder']"
1004,"['Ghee', 'Milk', 'Sugar', 'Tea Powder', 'Coffee Powder', 'Bread', 'Yougurt', 'Butter', 'Sweet']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Tea Powder']"
1005,"['Bread', 'Yougurt', 'Panner', 'Lassi']","['Yougurt', 'Bread', 'Panner', 'Lassi']"
1006,"['Bread', 'Tea Powder', 'Cheese', 'Panner', 'Sugar', 'Milk', 'Ghee', 'Lassi']","['Milk', 'Ghee', 'Bread', 'Sugar', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
1007,"['Panner', 'Tea Powder', 'Lassi', 'Bread', 'Sugar', 'Cheese', 'Sweet', 'Milk']","['Milk', 'Bread', 'Sweet', 'Sugar', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
1008,"['Yougurt', 'Sweet', 'Butter', 'Sugar', 'Cheese', 'Coffee Powder', 'Lassi']","['Coffee Powder', 'Yougurt', 'Sweet', 'Sugar', 'Butter', 'Cheese', 'Lassi']"
1009,"['Butter', 'Milk']","['Milk', 'Butter']"
1010,"['Bread', 'Panner', 'Ghee']","['Ghee', 'Bread', 'Panner']"
1011,"['Butter', 'Cheese']","['Butter', 'Cheese']"
1012,"['Lassi', 'Tea Powder', 'Sweet', 'Ghee', 'Bread', 'Panner']","['Ghee', 'Bread', 'Sweet', 'Panner', 'Lassi', 'Tea Powder']"
1013,"['Butter', 'Cheese', 'Coffee Powder', 'Yougurt']","['Coffee Powder', 'Yougurt', 'Butter', 'Cheese']"
1014,"['Ghee', 'Milk', 'Sweet', 'Bread', 'Butter', 'Coffee Powder']","['Milk', 'Ghee', 'Coffee Powder', 'Bread', 'Sweet', 'Butter']"
1015,"['Coffee Powder', 'Lassi', 'Ghee', 'Cheese', 'Bread', 'Butter']","['Ghee', 'Coffee Powder', 'Bread', 'Butter', 'Cheese', 'Lassi']"
1016,"['Ghee', 'Sugar', 'Coffee Powder', 'Lassi', 'Bread', 'Tea Powder']","['Ghee', 'Coffee Powder', 'Bread', 'Sugar', 'Lassi', 'Tea Powder']"
1017,"['Panner', 'Lassi', 'Butter', 'Sugar', 'Ghee', 'Coffee Powder', 'Sweet']","['Ghee', 'Coffee Powder', 'Sweet', 'Sugar', 'Butter', 'Panner', 'Lassi']"
1018,"['Bread', 'Yougurt', 'Coffee Powder', 'Sweet', 'Ghee', 'Cheese', 'Butter', 'Panner']","['Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Butter', 'Cheese', 'Panner']"
1019,"['Lassi', 'Coffee Powder', 'Sugar']","['Coffee Powder', 'Sugar', 'Lassi']"
1020,"['Coffee Powder', 'Milk']","['Milk', 'Coffee Powder']"
1021,"['Cheese', 'Butter', 'Panner']","['Butter', 'Cheese', 'Panner']"
1022,"['Bread', 'Ghee', 'Lassi']","['Ghee', 'Bread', 'Lassi']"
1023,"['Lassi', 'Cheese', 'Sugar', 'Tea Powder', 'Milk']","['Milk', 'Sugar', 'Cheese', 'Lassi', 'Tea Powder']"
1024,"['Tea Powder', 'Bread', 'Milk', 'Lassi', 'Panner', 'Sweet', 'Yougurt']","['Milk', 'Yougurt', 'Bread', 'Sweet', 'Panner', 'Lassi', 'Tea Powder']"
1025,"['Tea Powder', 'Milk', 'Yougurt']","['Milk', 'Yougurt', 'Tea Powder']"
1026,"['Sweet', 'Tea Powder', 'Lassi', 'Coffee Powder']","['Coffee Powder', 'Sweet', 'Lassi', 'Tea Powder']"
1027,"['Cheese', 'Panner', 'Coffee Powder', 'Sweet']","['Coffee Powder', 'Sweet', 'Cheese', 'Panner']"
1028,"['Bread', 'Lassi']","['Bread', 'Lassi']"
1029,"['Ghee', 'Lassi', 'Yougurt']","['Ghee', 'Yougurt', 'Lassi']"
1030,"['Tea Powder', 'Panner', 'Ghee']","['Ghee', 'Panner', 'Tea Powder']"
1031,"['Panner', 'Milk', 'Ghee', 'Sweet', 'Bread', 'Cheese', 'Tea Powder', 'Lassi']","['Milk', 'Ghee', 'Bread', 'Sweet', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
1032,"['Ghee', 'Yougurt', 'Cheese', 'Tea Powder', 'Coffee Powder', 'Milk', 'Sweet', 'Panner', 'Butter']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Sweet', 'Butter', 'Cheese', 'Panner', 'Tea Powder']"
1033,"['Bread', 'Sugar', 'Sweet', 'Panner', 'Yougurt']","['Yougurt', 'Bread', 'Sweet', 'Sugar', 'Panner']"
1034,"['Milk', 'Cheese', 'Lassi', 'Bread', 'Butter', 'Tea Powder', 'Ghee']","['Milk', 'Ghee', 'Bread', 'Butter', 'Cheese', 'Lassi', 'Tea Powder']"
1035,"['Sweet', 'Bread', 'Sugar', 'Lassi', 'Yougurt', 'Cheese', 'Ghee']","['Ghee', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Cheese', 'Lassi']"
1036,"['Coffee Powder', 'Tea Powder', 'Ghee']","['Ghee', 'Coffee Powder', 'Tea Powder']"
1037,"['Sugar', 'Cheese', 'Lassi', 'Tea Powder', 'Coffee Powder', 'Bread', 'Sweet', 'Ghee', 'Milk', 'Panner']","['Milk', 'Ghee', 'Coffee Powder', 'Bread', 'Sweet', 'Sugar', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
1038,"['Yougurt', 'Sweet', 'Panner', 'Cheese', 'Sugar']","['Yougurt', 'Sweet', 'Sugar', 'Cheese', 'Panner']"
1039,"['Tea Powder', 'Coffee Powder', 'Milk', 'Yougurt', 'Sweet', 'Lassi', 'Ghee']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Sweet', 'Lassi', 'Tea Powder']"
1040,"['Cheese', 'Milk', 'Lassi', 'Bread', 'Yougurt', 'Panner', 'Butter']","['Milk', 'Yougurt', 'Bread', 'Butter', 'Cheese', 'Panner', 'Lassi']"
1041,"['Milk', 'Sugar', 'Coffee Powder', 'Yougurt']","['Milk', 'Coffee Powder', 'Yougurt', 'Sugar']"
1042,"['Butter', 'Yougurt', 'Coffee Powder']","['Coffee Powder', 'Yougurt', 'Butter']"
1043,"['Milk', 'Lassi', 'Sweet', 'Ghee', 'Cheese', 'Tea Powder']","['Milk', 'Ghee', 'Sweet', 'Cheese', 'Lassi', 'Tea Powder']"
1044,"['Sugar', 'Ghee', 'Bread', 'Lassi', 'Sweet', 'Coffee Powder', 'Tea Powder', 'Butter', 'Milk']","['Milk', 'Ghee', 'Coffee Powder', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Lassi', 'Tea Powder']"
1045,"['Tea Powder', 'Lassi', 'Sugar']","['Sugar', 'Lassi', 'Tea Powder']"
1046,"['Coffee Powder', 'Bread', 'Lassi']","['Coffee Powder', 'Bread', 'Lassi']"
1047,"['Butter', 'Ghee', 'Panner', 'Coffee Powder', 'Yougurt', 'Sweet', 'Cheese']","['Ghee', 'Coffee Powder', 'Yougurt', 'Sweet', 'Butter', 'Cheese', 'Panner']"
1048,"['Lassi', 'Tea Powder', 'Cheese', 'Sweet', 'Butter', 'Ghee']","['Ghee', 'Sweet', 'Butter', 'Cheese', 'Lassi', 'Tea Powder']"
1049,"['Sugar', 'Tea Powder', 'Yougurt']","['Yougurt', 'Sugar', 'Tea Powder']"
1050,"['Butter', 'Lassi']","['Butter', 'Lassi']"
1051,"['Panner', 'Butter', 'Lassi', 'Milk', 'Sweet', 'Yougurt']","['Milk', 'Yougurt', 'Sweet', 'Butter', 'Panner', 'Lassi']"
1052,"['Ghee', 'Butter', 'Coffee Powder', 'Sugar', 'Yougurt', 'Panner', 'Tea Powder']","['Ghee', 'Coffee Powder', 'Yougurt', 'Sugar', 'Butter', 'Panner', 'Tea Powder']"
1053,"['Cheese', 'Yougurt', 'Ghee', 'Butter', 'Sweet', 'Sugar', 'Tea Powder', 'Lassi']","['Ghee', 'Yougurt', 'Sweet', 'Sugar', 'Butter', 'Cheese', 'Lassi', 'Tea Powder']"
1054,"['Coffee Powder', 'Lassi', 'Sweet', 'Butter', 'Milk', 'Yougurt']","['Milk', 'Coffee Powder', 'Yougurt', 'Sweet', 'Butter', 'Lassi']"
1055,"['Sweet', 'Sugar', 'Yougurt']","['Yougurt', 'Sweet', 'Sugar']"
1056,"['Yougurt', 'Sweet', 'Sugar', 'Tea Powder', 'Ghee']","['Ghee', 'Yougurt', 'Sweet', 'Sugar', 'Tea Powder']"
1057,"['Tea Powder', 'Panner', 'Bread']","['Bread', 'Panner', 'Tea Powder']"
1058,"['Coffee Powder', 'Yougurt', 'Sugar']","['Coffee Powder', 'Yougurt', 'Sugar']"
1059,"['Cheese', 'Sweet', 'Ghee']","['Ghee', 'Sweet', 'Cheese']"
1060,"['Milk', 'Lassi', 'Ghee', 'Coffee Powder']","['Milk', 'Ghee', 'Coffee Powder', 'Lassi']"
1061,"['Cheese', 'Coffee Powder', 'Yougurt', 'Lassi', 'Panner', 'Tea Powder', 'Sugar']","['Coffee Powder', 'Yougurt', 'Sugar', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
1062,"['Coffee Powder', 'Cheese', 'Sweet', 'Bread', 'Sugar', 'Milk', 'Butter', 'Lassi', 'Yougurt', 'Panner']","['Milk', 'Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Cheese', 'Panner', 'Lassi']"
1063,"['Butter', 'Sugar', 'Bread']","['Bread', 'Sugar', 'Butter']"
1064,"['Yougurt', 'Tea Powder', 'Sweet', 'Lassi', 'Sugar']","['Yougurt', 'Sweet', 'Sugar', 'Lassi', 'Tea Powder']"
1065,"['Lassi', 'Butter', 'Bread', 'Yougurt', 'Panner', 'Ghee', 'Tea Powder', 'Milk']","['Milk', 'Ghee', 'Yougurt', 'Bread', 'Butter', 'Panner', 'Lassi', 'Tea Powder']"
1066,"['Coffee Powder', 'Bread', 'Tea Powder', 'Butter', 'Sugar', 'Sweet', 'Milk']","['Milk', 'Coffee Powder', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Tea Powder']"
1067,"['Butter', 'Lassi', 'Sugar']","['Sugar', 'Butter', 'Lassi']"
1068,"['Sugar', 'Ghee', 'Sweet', 'Lassi', 'Bread', 'Cheese']","['Ghee', 'Bread', 'Sweet', 'Sugar', 'Cheese', 'Lassi']"
1069,"['Bread', 'Panner', 'Milk', 'Ghee', 'Sweet']","['Milk', 'Ghee', 'Bread', 'Sweet', 'Panner']"
1070,"['Lassi', 'Coffee Powder', 'Milk', 'Cheese']","['Milk', 'Coffee Powder', 'Cheese', 'Lassi']"
1071,"['Butter', 'Coffee Powder', 'Panner', 'Bread', 'Lassi', 'Yougurt', 'Tea Powder', 'Cheese', 'Ghee']","['Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Butter', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
1072,"['Sugar', 'Cheese', 'Yougurt', 'Butter', 'Tea Powder', 'Panner']","['Yougurt', 'Sugar', 'Butter', 'Cheese', 'Panner', 'Tea Powder']"
1073,"['Sugar', 'Bread', 'Ghee', 'Sweet', 'Lassi']","['Ghee', 'Bread', 'Sweet', 'Sugar', 'Lassi']"
1074,"['Bread', 'Yougurt', 'Cheese', 'Sugar', 'Butter']","['Yougurt', 'Bread', 'Sugar', 'Butter', 'Cheese']"
1075,"['Ghee', 'Sugar', 'Tea Powder', 'Bread', 'Coffee Powder', 'Lassi', 'Yougurt', 'Butter', 'Cheese']","['Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Sugar', 'Butter', 'Cheese', 'Lassi', 'Tea Powder']"
1076,"['Panner', 'Lassi']","['Panner', 'Lassi']"
1077,"['Panner', 'Cheese', 'Lassi']","['Cheese', 'Panner', 'Lassi']"
1078,"['Sugar', 'Ghee', 'Lassi', 'Panner']","['Ghee', 'Sugar', 'Panner', 'Lassi']"
1079,"['Ghee', 'Tea Powder', 'Panner', 'Coffee Powder', 'Bread', 'Cheese']","['Ghee', 'Coffee Powder', 'Bread', 'Cheese', 'Panner', 'Tea Powder']"
1080,"['Sugar', 'Lassi', 'Coffee Powder', 'Sweet']","['Coffee Powder', 'Sweet', 'Sugar', 'Lassi']"
1081,"['Coffee Powder', 'Sweet', 'Lassi', 'Sugar', 'Panner', 'Yougurt', 'Ghee']","['Ghee', 'Coffee Powder', 'Yougurt', 'Sweet', 'Sugar', 'Panner', 'Lassi']"
1082,"['Milk', 'Panner', 'Yougurt', 'Sweet', 'Cheese', 'Lassi', 'Bread']","['Milk', 'Yougurt', 'Bread', 'Sweet', 'Cheese', 'Panner', 'Lassi']"
1083,"['Coffee Powder', 'Milk', 'Sugar', 'Ghee', 'Tea Powder', 'Butter']","['Milk', 'Ghee', 'Coffee Powder', 'Sugar', 'Butter', 'Tea Powder']"
1084,"['Milk', 'Ghee', 'Panner', 'Bread', 'Cheese', 'Yougurt', 'Sugar']","['Milk', 'Ghee', 'Yougurt', 'Bread', 'Sugar', 'Cheese', 'Panner']"
1085,"['Panner', 'Butter', 'Coffee Powder']","['Coffee Powder', 'Butter', 'Panner']"
1086,"['Sugar', 'Ghee']","['Ghee', 'Sugar']"
1087,"['Bread', 'Sugar', 'Yougurt', 'Ghee', 'Panner', 'Cheese', 'Butter']","['Ghee', 'Yougurt', 'Bread', 'Sugar', 'Butter', 'Cheese', 'Panner']"
1088,"['Milk', 'Ghee', 'Yougurt', 'Cheese', 'Tea Powder']","['Milk', 'Ghee', 'Yougurt', 'Cheese', 'Tea Powder']"
1089,"['Tea Powder', 'Sweet', 'Ghee', 'Bread', 'Butter', 'Milk']","['Milk', 'Ghee', 'Bread', 'Sweet', 'Butter', 'Tea Powder']"
1090,"['Ghee', 'Lassi']","['Ghee', 'Lassi']"
1091,"['Bread', 'Lassi', 'Sweet', 'Coffee Powder', 'Cheese']","['Coffee Powder', 'Bread', 'Sweet', 'Cheese', 'Lassi']"
1092,"['Coffee Powder', 'Lassi', 'Ghee']","['Ghee', 'Coffee Powder', 'Lassi']"
1093,"['Panner', 'Sugar', 'Yougurt', 'Sweet', 'Lassi']","['Yougurt', 'Sweet', 'Sugar', 'Panner', 'Lassi']"
1094,"['Yougurt', 'Butter', 'Coffee Powder', 'Ghee', 'Cheese', 'Sugar']","['Ghee', 'Coffee Powder', 'Yougurt', 'Sugar', 'Butter', 'Cheese']"
1095,"['Ghee', 'Lassi', 'Yougurt']","['Ghee', 'Yougurt', 'Lassi']"
1096,"['Butter', 'Bread', 'Milk', 'Sweet', 'Cheese', 'Panner']","['Milk', 'Bread', 'Sweet', 'Butter', 'Cheese', 'Panner']"
1097,"['Lassi', 'Sweet', 'Coffee Powder', 'Milk']","['Milk', 'Coffee Powder', 'Sweet', 'Lassi']"
1098,"['Panner', 'Milk']","['Milk', 'Panner']"
1099,"['Sweet', 'Tea Powder', 'Bread', 'Milk', 'Ghee']","['Milk', 'Ghee', 'Bread', 'Sweet', 'Tea Powder']"
1100,"['Bread', 'Ghee', 'Tea Powder', 'Milk', 'Panner', 'Lassi']","['Milk', 'Ghee', 'Bread', 'Panner', 'Lassi', 'Tea Powder']"
1101,"['Panner', 'Ghee', 'Sweet', 'Tea Powder', 'Butter', 'Cheese']","['Ghee', 'Sweet', 'Butter', 'Cheese', 'Panner', 'Tea Powder']"
1102,"['Butter', 'Bread', 'Lassi']","['Bread', 'Butter', 'Lassi']"
1103,"['Milk', 'Panner', 'Sugar', 'Yougurt', 'Cheese']","['Milk', 'Yougurt', 'Sugar', 'Cheese', 'Panner']"
1104,"['Lassi', 'Coffee Powder']","['Coffee Powder', 'Lassi']"
1105,"['Coffee Powder', 'Sugar', 'Sweet', 'Tea Powder', 'Yougurt', 'Ghee']","['Ghee', 'Coffee Powder', 'Yougurt', 'Sweet', 'Sugar', 'Tea Powder']"
1106,"['Panner', 'Bread', 'Ghee', 'Sugar']","['Ghee', 'Bread', 'Sugar', 'Panner']"
1107,"['Lassi', 'Milk', 'Butter', 'Tea Powder']","['Milk', 'Butter', 'Lassi', 'Tea Powder']"
1108,"['Sugar', 'Panner', 'Ghee', 'Milk', 'Butter']","['Milk', 'Ghee', 'Sugar', 'Butter', 'Panner']"
1109,"['Sugar', 'Cheese', 'Panner', 'Yougurt', 'Sweet', 'Ghee']","['Ghee', 'Yougurt', 'Sweet', 'Sugar', 'Cheese', 'Panner']"
1110,"['Butter', 'Tea Powder', 'Coffee Powder']","['Coffee Powder', 'Butter', 'Tea Powder']"
1111,"['Tea Powder', 'Butter', 'Lassi']","['Butter', 'Lassi', 'Tea Powder']"
1112,"['Sugar', 'Lassi', 'Cheese', 'Milk', 'Panner']","['Milk', 'Sugar', 'Cheese', 'Panner', 'Lassi']"
1113,"['Bread', 'Milk', 'Lassi', 'Coffee Powder', 'Butter', 'Cheese']","['Milk', 'Coffee Powder', 'Bread', 'Butter', 'Cheese', 'Lassi']"
1114,"['Butter', 'Coffee Powder', 'Cheese', 'Milk', 'Bread', 'Panner']","['Milk', 'Coffee Powder', 'Bread', 'Butter', 'Cheese', 'Panner']"
1115,"['Coffee Powder', 'Ghee', 'Bread', 'Sweet', 'Cheese']","['Ghee', 'Coffee Powder', 'Bread', 'Sweet', 'Cheese']"
1116,"['Panner', 'Sweet']","['Sweet', 'Panner']"
1117,"['Milk', 'Ghee', 'Tea Powder', 'Sugar', 'Yougurt', 'Cheese']","['Milk', 'Ghee', 'Yougurt', 'Sugar', 'Cheese', 'Tea Powder']"
1118,"['Coffee Powder', 'Cheese']","['Coffee Powder', 'Cheese']"
1119,"['Sweet', 'Milk']","['Milk', 'Sweet']"
1120,"['Panner', 'Sugar', 'Milk', 'Sweet', 'Butter', 'Tea Powder', 'Lassi', 'Cheese', 'Bread']","['Milk', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
1121,"['Bread', 'Lassi', 'Butter', 'Yougurt']","['Yougurt', 'Bread', 'Butter', 'Lassi']"
1122,"['Milk', 'Bread']","['Milk', 'Bread']"
1123,"['Yougurt', 'Panner', 'Sweet', 'Cheese', 'Tea Powder']","['Yougurt', 'Sweet', 'Cheese', 'Panner', 'Tea Powder']"
1124,"['Bread', 'Lassi']","['Bread', 'Lassi']"
1125,"['Sugar', 'Bread', 'Yougurt']","['Yougurt', 'Bread', 'Sugar']"
1126,"['Panner', 'Sugar', 'Milk', 'Cheese', 'Ghee', 'Bread', 'Coffee Powder']","['Milk', 'Ghee', 'Coffee Powder', 'Bread', 'Sugar', 'Cheese', 'Panner']"
1127,"['Sugar', 'Lassi', 'Ghee', 'Sweet']","['Ghee', 'Sweet', 'Sugar', 'Lassi']"
1128,"['Milk', 'Sugar', 'Butter']","['Milk', 'Sugar', 'Butter']"
1129,"['Sugar', 'Ghee', 'Bread', 'Panner', 'Lassi', 'Yougurt', 'Sweet', 'Cheese', 'Tea Powder']","['Ghee', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
1130,"['Coffee Powder', 'Tea Powder', 'Yougurt', 'Milk', 'Ghee']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Tea Powder']"
1131,"['Cheese', 'Bread', 'Ghee']","['Ghee', 'Bread', 'Cheese']"
1132,"['Tea Powder', 'Milk', 'Sugar', 'Lassi', 'Cheese', 'Butter', 'Ghee', 'Panner']","['Milk', 'Ghee', 'Sugar', 'Butter', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
1133,"['Sweet', 'Coffee Powder', 'Yougurt', 'Lassi']","['Coffee Powder', 'Yougurt', 'Sweet', 'Lassi']"
1134,"['Sugar', 'Sweet', 'Panner', 'Milk', 'Ghee']","['Milk', 'Ghee', 'Sweet', 'Sugar', 'Panner']"
1135,"['Bread', 'Panner', 'Cheese', 'Milk', 'Sweet', 'Ghee', 'Butter', 'Sugar', 'Yougurt']","['Milk', 'Ghee', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Cheese', 'Panner']"
1136,"['Sweet', 'Milk', 'Lassi', 'Bread', 'Ghee', 'Coffee Powder', 'Cheese']","['Milk', 'Ghee', 'Coffee Powder', 'Bread', 'Sweet', 'Cheese', 'Lassi']"
1137,"['Sweet', 'Bread', 'Yougurt', 'Sugar']","['Yougurt', 'Bread', 'Sweet', 'Sugar']"
1138,"['Tea Powder', 'Coffee Powder']","['Coffee Powder', 'Tea Powder']"
1139,"['Butter', 'Cheese', 'Lassi', 'Sweet', 'Milk', 'Panner']","['Milk', 'Sweet', 'Butter', 'Cheese', 'Panner', 'Lassi']"
1140,"['Cheese', 'Tea Powder', 'Panner', 'Milk']","['Milk', 'Cheese', 'Panner', 'Tea Powder']"
1141,"['Butter', 'Coffee Powder', 'Tea Powder', 'Bread', 'Yougurt']","['Coffee Powder', 'Yougurt', 'Bread', 'Butter', 'Tea Powder']"
1142,"['Yougurt', 'Sweet', 'Milk', 'Butter', 'Tea Powder', 'Coffee Powder']","['Milk', 'Coffee Powder', 'Yougurt', 'Sweet', 'Butter', 'Tea Powder']"
1143,"['Coffee Powder', 'Milk']","['Milk', 'Coffee Powder']"
1144,"['Cheese', 'Bread', 'Coffee Powder', 'Sweet', 'Panner', 'Yougurt', 'Sugar', 'Milk', 'Lassi']","['Milk', 'Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Cheese', 'Panner', 'Lassi']"
1145,"['Coffee Powder', 'Butter', 'Ghee']","['Ghee', 'Coffee Powder', 'Butter']"
1146,"['Coffee Powder', 'Bread', 'Ghee', 'Tea Powder', 'Yougurt', 'Sweet', 'Cheese']","['Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Cheese', 'Tea Powder']"
1147,"['Butter', 'Coffee Powder']","['Coffee Powder', 'Butter']"
1148,"['Ghee', 'Cheese', 'Coffee Powder', 'Lassi', 'Sweet']","['Ghee', 'Coffee Powder', 'Sweet', 'Cheese', 'Lassi']"
1149,"['Ghee', 'Sweet', 'Sugar', 'Tea Powder', 'Panner', 'Butter', 'Bread']","['Ghee', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Panner', 'Tea Powder']"
1150,"['Butter', 'Milk', 'Bread', 'Coffee Powder', 'Lassi', 'Yougurt', 'Ghee']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Butter', 'Lassi']"
1151,"['Ghee', 'Lassi', 'Bread', 'Panner', 'Butter', 'Coffee Powder']","['Ghee', 'Coffee Powder', 'Bread', 'Butter', 'Panner', 'Lassi']"
1152,"['Bread', 'Milk', 'Tea Powder', 'Coffee Powder', 'Sugar', 'Yougurt', 'Butter']","['Milk', 'Coffee Powder', 'Yougurt', 'Bread', 'Sugar', 'Butter', 'Tea Powder']"
1153,"['Bread', 'Yougurt', 'Cheese', 'Ghee', 'Coffee Powder', 'Lassi']","['Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Cheese', 'Lassi']"
1154,"['Coffee Powder', 'Panner', 'Lassi', 'Milk', 'Bread', 'Sweet']","['Milk', 'Coffee Powder', 'Bread', 'Sweet', 'Panner', 'Lassi']"
1155,"['Yougurt', 'Butter', 'Bread', 'Milk', 'Coffee Powder', 'Sugar']","['Milk', 'Coffee Powder', 'Yougurt', 'Bread', 'Sugar', 'Butter']"
1156,"['Lassi', 'Panner', 'Cheese', 'Sweet', 'Ghee', 'Milk', 'Yougurt']","['Milk', 'Ghee', 'Yougurt', 'Sweet', 'Cheese', 'Panner', 'Lassi']"
1157,"['Sweet', 'Sugar', 'Bread', 'Yougurt', 'Tea Powder', 'Butter', 'Coffee Powder', 'Panner', 'Lassi', 'Ghee']","['Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Panner', 'Lassi', 'Tea Powder']"
1158,"['Butter', 'Milk', 'Sweet', 'Sugar', 'Yougurt', 'Bread']","['Milk', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Butter']"
1159,"['Ghee', 'Milk', 'Sweet', 'Panner', 'Bread']","['Milk', 'Ghee', 'Bread', 'Sweet', 'Panner']"
1160,"['Tea Powder', 'Bread', 'Sweet', 'Ghee', 'Sugar']","['Ghee', 'Bread', 'Sweet', 'Sugar', 'Tea Powder']"
1161,"['Tea Powder', 'Ghee', 'Sweet', 'Sugar']","['Ghee', 'Sweet', 'Sugar', 'Tea Powder']"
1162,"['Yougurt', 'Ghee', 'Butter', 'Cheese', 'Tea Powder', 'Sweet', 'Lassi', 'Coffee Powder']","['Ghee', 'Coffee Powder', 'Yougurt', 'Sweet', 'Butter', 'Cheese', 'Lassi', 'Tea Powder']"
1163,"['Milk', 'Coffee Powder', 'Cheese', 'Sweet', 'Ghee']","['Milk', 'Ghee', 'Coffee Powder', 'Sweet', 'Cheese']"
1164,"['Ghee', 'Sweet', 'Sugar', 'Bread', 'Lassi', 'Milk', 'Tea Powder']","['Milk', 'Ghee', 'Bread', 'Sweet', 'Sugar', 'Lassi', 'Tea Powder']"
1165,"['Lassi', 'Panner', 'Milk', 'Coffee Powder', 'Ghee', 'Sugar', 'Cheese', 'Bread']","['Milk', 'Ghee', 'Coffee Powder', 'Bread', 'Sugar', 'Cheese', 'Panner', 'Lassi']"
1166,"['Ghee', 'Bread']","['Ghee', 'Bread']"
1167,"['Sugar', 'Ghee', 'Lassi', 'Coffee Powder']","['Ghee', 'Coffee Powder', 'Sugar', 'Lassi']"
1168,"['Tea Powder', 'Coffee Powder']","['Coffee Powder', 'Tea Powder']"
1169,"['Yougurt', 'Panner', 'Butter', 'Milk', 'Lassi', 'Coffee Powder', 'Tea Powder', 'Cheese']","['Milk', 'Coffee Powder', 'Yougurt', 'Butter', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
1170,"['Ghee', 'Coffee Powder', 'Sweet', 'Milk', 'Cheese', 'Sugar', 'Tea Powder', 'Yougurt']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Sweet', 'Sugar', 'Cheese', 'Tea Powder']"
1171,"['Yougurt', 'Tea Powder', 'Milk', 'Lassi', 'Cheese', 'Panner', 'Sweet', 'Bread']","['Milk', 'Yougurt', 'Bread', 'Sweet', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
1172,"['Milk', 'Panner', 'Coffee Powder', 'Butter']","['Milk', 'Coffee Powder', 'Butter', 'Panner']"
1173,"['Ghee', 'Bread', 'Milk', 'Yougurt', 'Lassi']","['Milk', 'Ghee', 'Yougurt', 'Bread', 'Lassi']"
